Dimension 1,Dimension 2,Slug,Title
-4.545386,10.325075,flächennutzung-stadtstruktur-und-versiegelung-2005-umweltatlas,"Flächennutzung, Stadtstruktur und Versiegelung 2005 (Umweltatlas)"
-3.9877706,9.156823,flächennutzung-und-stadtstruktur-2021-umweltatlas,Flächennutzung und Stadtstruktur 2021 (Umweltatlas)
0.6475536,-30.768013,fluchtlinien,Fluchtlinien
0.6480316,-30.767128,fluchtlinien,Fluchtlinien
9.468215,-15.364547,fluglärmschutzbereich-ber---planungszone-siedlungsbeschränkung,Fluglärmschutzbereich BER - Planungszone Siedlungsbeschränkung
9.052194,-15.408394,fluglärmschutzbereich-ber,Fluglärmschutzbereich BER
8.947729,-15.473562,fluglärmschutzbereich-ber,Fluglärmschutzbereich BER
8.275351,-15.444638,fluglärmschutzbereiche-2013,Fluglärmschutzbereiche 2013
8.540562,-14.927791,fluglärmschutzbereiche-2019,Fluglärmschutzbereiche 2019
-3.5173383,-37.635372,straßenelemente,Straßenelemente
8.51656,-14.995183,fluglärmschutzbereiche-2019,Fluglärmschutzbereiche 2019
-64.86124,31.556488,flurabstand-des-grundwassers-1995-umweltatlas,Flurabstand des Grundwassers 1995 (Umweltatlas)
-64.807396,31.586342,flurabstand-des-grundwassers-2002-umweltatlas,Flurabstand des Grundwassers 2002 (Umweltatlas)
-63.908115,31.471466,flurabstand-des-grundwassers-2009-differenziert-umweltatlas,Flurabstand des Grundwassers 2009 differenziert (Umweltatlas)
-63.90561,31.470642,flurabstand-des-grundwassers-2009-differenziert-umweltatlas,Flurabstand des Grundwassers 2009 differenziert (Umweltatlas)
-63.985905,32.822655,panketal,Panketal
-64.1816,32.25345,flurabstand-des-grundwassers-2020-umweltatlas,Flurabstand des Grundwassers 2020 (Umweltatlas)
-27.934992,-28.971556,flurstücke-im-inspire-datenmodell,Flurstücke im INSPIRE-Datenmodell
-9.0255165,-0.9217684,fnp-flächennutzungsplan-berlin-stand-neubekanntmachung-2015,"FNP (Flächennutzungsplan Berlin), Stand Neubekanntmachung 2015"
-3.4965098,-37.605453,verbindungspunkte,Verbindungspunkte
-9.02646,-0.92015886,fnp-flächennutzungsplan-berlin-stand-neubekanntmachung-2015,"FNP (Flächennutzungsplan Berlin), Stand Neubekanntmachung 2015"
19.176554,-13.462581,förderkulisse-aktive-zentren,Förderkulisse Aktive Zentren
19.529766,-13.964813,förderkulisse-lebendige-zentren-und-quartiere,Förderkulisse Lebendige Zentren und Quartiere
19.470392,-13.979011,förderkulisse-lebendige-zentren-und-quartiere,Förderkulisse Lebendige Zentren und Quartiere
19.1616,-14.374169,förderkulisse-städtebaulicher-denkmalschutz,Förderkulisse Städtebaulicher Denkmalschutz
1.3958122,-12.951522,förmlich-festgelegte-entwicklungsbereiche,Förmlich festgelegte Entwicklungsbereiche
-3.4017959,-37.558815,fußgängernetz,Fußgängernetz
-6.055405,-5.5798097,forstliche-standorteinheiten,Forstliche Standorteinheiten
-6.055382,-5.581823,forstliche-standorteinheiten,Forstliche Standorteinheiten
2.7043424,3.6674263,freiflächenentwicklung-umweltatlas---freiflächengewinne-und--verluste,Freiflächenentwicklung (Umweltatlas) - Freiflächengewinne und -verluste
2.6756098,3.655992,freiflächenentwicklung-umweltatlas,Freiflächenentwicklung (Umweltatlas)
2.673492,3.6513398,freiflächenentwicklung-umweltatlas,Freiflächenentwicklung (Umweltatlas)
-2.7420447,-16.693724,friedhofsbestand-berlin,Friedhofsbestand Berlin
-2.7450838,-16.79954,friedhofsbestand-berlin,Friedhofsbestand Berlin
1.54282,7.242948,gebäudealter-der-wohnbebauung-umweltatlas,Gebäudealter der Wohnbebauung (Umweltatlas)
1.5352892,7.239309,gebäudealter-der-wohnbebauung--umweltatlas,Gebäudealter der Wohnbebauung  (Umweltatlas)
9.764876,-70.50403,gebäudeeignung-im-modernisierungszustand,Gebäudeeignung im Modernisierungszustand
9.760924,-70.50524,gebäudeeignung-im-ur-zustand,Gebäudeeignung im Ur-Zustand
9.767234,-70.48825,gebäudeeignung-für-ein-zentrales-oder-dezentrales-wärmeversorgungssystem,Gebäudeeignung für ein zentrales oder dezentrales Wärmeversorgungssystem
4.339364,8.524577,gebäudehöhen-umweltatlas,Gebäudehöhen (Umweltatlas)
4.3379774,8.539784,gebäudehöhen-umweltatlas,Gebäudehöhen (Umweltatlas)
-55.54201,-12.739173,gebäudeschäden-1945,Gebäudeschäden 1945
-55.551907,-12.741406,gebäudeschäden-1945,Gebäudeschäden 1945
-12.030604,-12.671452,gebiete-von-außergewöhnlicher-stadtpolitischer-bedeutung-nach--9-ag-baugb,Gebiete von außergewöhnlicher stadtpolitischer Bedeutung nach § 9 AG BauGB
3.872821,-74.39113,genehmigungsbedürftige-anlagen---betriebsstättenstandorte,Genehmigungsbedürftige Anlagen - Betriebsstättenstandorte
4.3329215,-74.28768,genehmigungsbedürftige-anlagennebenanlagen-nach--4-bimschg,Genehmigungsbedürftige Anlagen/Nebenanlagen nach § 4 BImSchG
4.314372,-74.29516,genehmigungsbedürftige-anlagennebenanlagen-nach--4-bimschg,Genehmigungsbedürftige Anlagen/Nebenanlagen nach § 4 BImSchG
-26.541021,-27.785223,geografische-bezeichnungen-im-inspire-datenmodell,Geografische Bezeichnungen im INSPIRE-Datenmodell
-23.760166,-19.405693,geologie-im-inspire-datenmodell-geologische-skizze,Geologie im INSPIRE-Datenmodell (Geologische Skizze)
-18.56578,-0.88674486,geologische-bohrdaten,Geologische Bohrdaten
-22.773054,-0.29321644,geologische-karte-1--25000-historische-gk25-umweltatlas,"Geologische Karte 1 : 25.000 (Historische GK25, Umweltatlas)"
-22.747149,-0.30557054,geologische-karte-1--25000-historische-gk25-umweltatlas,"Geologische Karte 1 : 25.000 (Historische GK25, Umweltatlas)"
-21.639431,-1.2155368,geologische-karte-1874-1937,Geologische Karte 1874-1937
-19.837524,2.4118326,geologische-schnitte-umweltatlas,Geologische Schnitte (Umweltatlas)
-19.84388,2.4052708,geologische-schnitte-umweltatlas,Geologische Schnitte (Umweltatlas)
-21.851458,2.0619154,geologische-skizze---liniengewässer-umweltatlas,Geologische Skizze - Liniengewässer (Umweltatlas)
-21.589619,1.4899974,geologische-skizze-umweltatlas,Geologische Skizze (Umweltatlas)
-21.595194,1.4680035,geologische-skizze-umweltatlas,Geologische Skizze (Umweltatlas)
1.2181578,-78.47792,geothermie---summe-der-anlagen,Geothermie - Summe der Anlagen
1.2185998,-78.484505,geothermie---summe-der-anlagen,Geothermie - Summe der Anlagen
2.7242393,94.343025,geothermisches-potenzial---spezifische-entzugsleistung-bis-40-m-für-1800-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 40 m, für 1800 h/a"
8.016732,89.86671,geothermisches-potenzial---restriktionsflächen,Geothermisches Potenzial - Restriktionsflächen
1.2253512,94.87394,geothermisches-potenzial---spez-entzugsleistung-bis-100-m-für-1800-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 100 m, für 1800 h/a (Bohrp.)"
0.6764451,95.56628,geothermisches-potenzial---spez-entzugsleistung-bis-100-m-für-1800-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 100 m, für 1800 h/a (Flächen)"
4.60784,97.22369,geothermisches-potenzial---spez-entzugsleistung-bis-100-m-für-2400-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 100 m, für 2400 h/a (Bohrp.)"
36.408653,-13.922542,wohnfläche-2020,Wohnfläche 2020
4.379006,98.01461,geothermisches-potenzial---spez-entzugsleistung-bis-100-m-für-2400-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 100 m, für 2400 h/a (Flächen)"
1.6232834,95.31617,geothermisches-potenzial---spez-entzugsleistung-bis-40-m-für-1800-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 40 m, für 1800 h/a (Bohrp.)"
1.166295,96.28538,geothermisches-potenzial---spez-entzugsleistung-bis-40-m-für-1800-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 40 m, für 1800 h/a (Flächen)"
4.213727,97.072014,geothermisches-potenzial---spez-entzugsleistung-bis-40-m-für-2400-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 40 m, für 2400 h/a (Bohrp.)"
3.7232983,97.943115,geothermisches-potenzial---spez-entzugsleistung-bis-40-m-für-2400-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 40 m, für 2400 h/a (Flächen)"
2.019206,95.64258,geothermisches-potenzial---spez-entzugsleistung-bis-60-m-für-1800-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 60 m, für 1800 h/a (Bohrp.)"
1.8172636,96.46344,geothermisches-potenzial---spez-entzugsleistung-bis-60-m-für-1800-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 60 m, für 1800 h/a (Flächen)"
3.489645,96.7501,geothermisches-potenzial---spez-entzugsleistung-bis-60-m-für-2400-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 60 m, für 2400 h/a (Bohrp.)"
3.0171185,97.27817,geothermisches-potenzial---spez-entzugsleistung-bis-60-m-für-2400-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 60 m, für 2400 h/a (Flächen)"
1.2331249,95.18055,geothermisches-potenzial---spez-entzugsleistung-bis-80-m-für-1800-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 80 m, für 1800 h/a (Bohrp.)"
0.7747931,96.299484,geothermisches-potenzial---spez-entzugsleistung-bis-80-m-für-1800-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 80 m, für 1800 h/a (Flächen)"
4.1043963,97.04494,geothermisches-potenzial---spez-entzugsleistung-bis-80-m-für-2400-ha-bohrp,"Geothermisches Potenzial - spez. Entzugsleistung bis 80 m, für 2400 h/a (Bohrp.)"
3.53847,97.9601,geothermisches-potenzial---spez-entzugsleistung-bis-80-m-für-2400-ha-flächen,"Geothermisches Potenzial - spez. Entzugsleistung bis 80 m, für 2400 h/a (Flächen)"
2.2231638,94.14994,geothermisches-potenzial---spezifische-entzugsleistung-bis-100-m-für-1800-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 100 m, für 1800 h/a"
5.0664344,96.00192,geothermisches-potenzial---spezifische-entzugsleistung-bis-100-m-für-2400-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 100 m, für 2400 h/a"
4.763549,95.830124,geothermisches-potenzial---spezifische-entzugsleistung-bis-40-m-für-2400-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 40 m, für 2400 h/a"
2.7891433,94.84727,geothermisches-potenzial---spezifische-entzugsleistung-bis-60-m-für-1800-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 60 m, für 1800 h/a"
4.2775826,95.648285,geothermisches-potenzial---spezifische-entzugsleistung-bis-60-m-für-2400-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 60 m, für 2400 h/a"
-28.71324,-22.292816,geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete,Geplante Bodennutzung im INSPIRE-Datenmodell (Sanierungsgebiete)
2.537176,94.24421,geothermisches-potenzial---spezifische-entzugsleistung-bis-80-m-für-1800-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 80 m, für 1800 h/a"
4.7172136,95.71496,geothermisches-potenzial---spezifische-entzugsleistung-bis-80-m-für-2400-ha,"Geothermisches Potenzial - spezifische Entzugsleistung bis 80 m, für 2400 h/a"
10.617266,91.27926,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-100-m-bohrpunkte,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 100 m (Bohrpunkte)
9.109257,90.27739,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-100-m-flächen,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 100 m (Flächen)
10.04212,90.4464,geothermisches-potenzial---spezifische-wärmeleitfähigkeit-bis-100-m,Geothermisches Potenzial - spezifische Wärmeleitfähigkeit bis 100 m
10.287354,91.6332,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-40-m-bohrpunkte,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 40 m (Bohrpunkte)
8.738468,90.87263,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-40-m-flächen,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 40 m (Flächen)
9.817237,91.20215,geothermisches-potenzial---spezifische-wärmeleitfähigkeit-bis-40-m,Geothermisches Potenzial - spezifische Wärmeleitfähigkeit bis 40 m
9.903137,92.21151,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-60-m-bohrpunkte,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 60 m (Bohrpunkte)
8.663369,91.56116,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-60-m-flächen,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 60 m (Flächen)
9.302112,91.91224,geothermisches-potenzial---spezifische-wärmeleitfähigkeit-bis-60-m,Geothermisches Potenzial - spezifische Wärmeleitfähigkeit bis 60 m
10.428471,91.628174,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-80-m-bohrpunkte,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 80 m (Bohrpunkte)
8.767634,90.68002,geothermisches-potenzial----spezifische-wärmeleitfähigkeit-bis-80-m-flächen,Geothermisches Potenzial -  spezifische Wärmeleitfähigkeit bis 80 m (Flächen)
9.81585,90.7794,geothermisches-potenzial---spezifische-wärmeleitfähigkeit-bis-80-m,Geothermisches Potenzial - spezifische Wärmeleitfähigkeit bis 80 m
-30.066965,-21.47192,geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne,Geplante Bodennutzung im INSPIRE-Datenmodell (Bebauungspläne)
-29.972141,-21.478638,geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne,Geplante Bodennutzung im INSPIRE-Datenmodell (Bebauungspläne)
-29.762796,-22.225449,geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche,Geplante Bodennutzung im INSPIRE-Datenmodell (Entwicklungsbereiche)
-29.632416,-22.085236,geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche,Geplante Bodennutzung im INSPIRE-Datenmodell (Entwicklungsbereiche)
-29.436205,-23.04581,geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete,Geplante Bodennutzung im INSPIRE-Datenmodell (Erhaltungsverordnungsgebiete)
-57.12769,21.911583,grundwasserneubildung-2005-umweltatlas,Grundwasserneubildung 2005 (Umweltatlas)
-29.398964,-22.94684,geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete,Geplante Bodennutzung im INSPIRE-Datenmodell (Erhaltungsverordnungsgebiete)
-29.584812,-20.425999,geplante-bodennutzung-im-inspire-datenmodell-flächennutzungsplan-berlin-2015,Geplante Bodennutzung im INSPIRE-Datenmodell (Flächennutzungsplan Berlin 2015)
-28.647713,-20.103067,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-flughafenstandortentwicklung,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Flughafenstandortentwicklung)
-29.084785,-20.49109,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-hauptstadtregion-berlin-brandenburg,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg)
-32.703197,-19.045744,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop--und-artenschutz,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz)
-32.404755,-19.162636,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop--und-artenschutz,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz)
-31.784065,-19.928335,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-erholung-und-freiraumnutzung,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung)
-31.23425,-19.342278,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstädtische-ausgleichskonzeption,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption)
-31.40668,-19.59979,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-landschaftsbild,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild)
-31.47397,-19.608694,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-naturhaushaltumweltschutz,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz)
-28.770573,-22.319836,geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete,Geplante Bodennutzung im INSPIRE-Datenmodell (Sanierungsgebiete)
-57.322647,34.10303,grundwassergleichen-2013-umweltatlas,Grundwassergleichen 2013 (Umweltatlas)
-30.409088,-22.970335,geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen,Geplante Bodennutzung im INSPIRE-Datenmodell (Vorbereitende Untersuchungen)
-30.37519,-22.946316,geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen,Geplante Bodennutzung im INSPIRE-Datenmodell (Vorbereitende Untersuchungen)
-30.961552,-22.374363,geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen,Geplante Bodennutzung im INSPIRE-Datenmodell (Vorkaufsrechtsverordnungen)
-30.887032,-22.26722,geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen,Geplante Bodennutzung im INSPIRE-Datenmodell (Vorkaufsrechtsverordnungen)
-55.088623,11.332361,gesamtabfluss-aus-niederschlägen-2001-umweltatlas,Gesamtabfluss aus Niederschlägen 2001 (Umweltatlas)
-55.045773,11.489512,gesamtabfluss-aus-niederschlägen-2005-umweltatlas,Gesamtabfluss aus Niederschlägen 2005 (Umweltatlas)
-57.627113,34.22487,grundwassergleichen-2014-umweltatlas,Grundwassergleichen 2014 (Umweltatlas)
-57.459557,34.857426,grundwassergleichen-2016-umweltatlas,Grundwassergleichen 2016 (Umweltatlas)
-55.287735,11.606003,gesamtabfluss-aus-niederschlägen-2012-umweltatlas,Gesamtabfluss aus Niederschlägen 2012 (Umweltatlas)
-55.37515,11.608836,gesamtabfluss-aus-niederschlägen-2017-umweltatlas,Gesamtabfluss aus Niederschlägen 2017 (Umweltatlas)
39.463505,7.6022964,gesamtindex-soziale-ungleichheit-statusdynamik-index-2019,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019
39.457928,7.6184354,gesamtindex-soziale-ungleichheit-statusdynamik-index-2021,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2021
-42.22527,28.187714,gesättigte-wasserdurchlässigkeit-kf-der-böden-2015-umweltatlas,Gesättigte Wasserdurchlässigkeit (kf) der Böden 2015 (Umweltatlas)
41.566307,12.619976,gesundheits--und-sozialstrukturatlas-erwerbs--und-sozialindex-2022-esix,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx)
41.54617,12.634487,gesundheits--und-sozialstrukturatlas-erwerbs--und-sozialindex-2022-esix,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx)
41.003216,13.0151205,gesundheits--und-sozialstrukturatlas-gesundheits--und-sozialindex-2022-gesix,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx)
40.97969,13.042827,gesundheits--und-sozialstrukturatlas-gesundheits--und-sozialindex-2022-gesix,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx)
40.269894,12.632316,gesundheits--und-sozialstrukturatlas-kombinierter-gesundheits--und-sozialindex-2022---gesixgesix-trend,Gesundheits- und Sozialstrukturatlas: Kombinierter Gesundheits- und Sozialindex 2022 - GESIx/GESIx Trend
-57.674614,34.59483,grundwassergleichen-2015-umweltatlas,Grundwassergleichen 2015 (Umweltatlas)
40.267185,12.6352625,gesundheits--und-sozialstrukturatlas-kombinierter-gesundheits--und-sozialindex-2022---gesixgesix-trend,Gesundheits- und Sozialstrukturatlas: Kombinierter Gesundheits- und Sozialindex 2022 - GESIx/GESIx Trend
40.434956,13.302739,gesundheits--und-sozialstrukturatlas-trend-gesundheits--und-sozialindex-2022-gesix-trend,Gesundheits- und Sozialstrukturatlas: Trend Gesundheits- und Sozialindex 2022 (GESIx Trend)
40.4094,13.335819,gesundheits--und-sozialstrukturatlas-trend-gesundheits--und-sozialindex-2022-gesix-trend,Gesundheits- und Sozialstrukturatlas: Trend Gesundheits- und Sozialindex 2022 (GESIx Trend)
-6.6993136,-15.815462,gewässerkarte,Gewässerkarte
4.2905354,-0.5026245,grün--und-freiflächenbestand-2000-umweltatlas,Grün- und Freiflächenbestand 2000 (Umweltatlas)
-7.8307123,-19.91692,gewerbedaten-ihk-berlin,Gewerbedaten IHK Berlin
-7.832003,-19.906796,gewerbedaten-ihk-berlin,Gewerbedaten IHK Berlin
3.3316944,-21.560322,grillflächen,Grillflächen
3.3333035,-21.564875,grillflächen,Grillflächen
15.018631,-12.621535,großsiedlungen,Großsiedlungen
14.963911,-12.619332,sauberkeit-und-sicherheitsempfinden-in-berliner-großsiedlungen,Sauberkeit und Sicherheitsempfinden in Berliner Großsiedlungen
15.042849,-12.627982,stärkung-berliner-großsiedlungen,Stärkung Berliner Großsiedlungen
15.040036,-12.616348,großsiedlungen---programme-zur-stärkung-und-förderung-sauberkeit-und-sicherheit,Großsiedlungen - Programme zur Stärkung und Förderung Sauberkeit und Sicherheit
4.415868,0.28198785,grün--und-freiflächenbestand-1990-umweltatlas,Grün- und Freiflächenbestand 1990 (Umweltatlas)
-61.620842,-21.49286,luftbilder-1984-maßstab-14-000,"Luftbilder 1984, Maßstab 1:4 000"
4.360804,-0.860939,grün--und-freiflächenbestand-2001-umweltatlas,Grün- und Freiflächenbestand 2001 (Umweltatlas)
3.8381743,-1.0526389,grün--und-freiflächenbestand-2005-umweltatlas,Grün- und Freiflächenbestand 2005 (Umweltatlas)
3.6859887,0.50053024,grün--und-freiflächenbestand-2010-umweltatlas,Grün- und Freiflächenbestand 2010 (Umweltatlas)
3.6917758,-0.21098723,grün--und-freiflächenbestand-2010-umweltatlas,Grün- und Freiflächenbestand 2010 (Umweltatlas)
3.4255078,-0.9228378,grün--und-freiflächenbestand-2015-umweltatlas,Grün- und Freiflächenbestand 2015 (Umweltatlas)
3.5676017,-0.36054555,grün--und-freiflächenbestand-2020-umweltatlas,Grün- und Freiflächenbestand 2020 (Umweltatlas)
-57.60624,33.742146,grundwassergleichen-2012-umweltatlas,Grundwassergleichen 2012 (Umweltatlas)
3.427263,-0.71639013,grün--und-freiflächenbestand-2021-umweltatlas,Grün- und Freiflächenbestand 2021 (Umweltatlas)
4.189225,-5.0514045,grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze---grünanlagen,Grünanlagenbestand Berlin (einschl. der öffentlichen Spielplätze) - Grünanlagen
4.196294,-5.0496163,grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze---spielplätze,Grünanlagenbestand Berlin (einschl. der öffentlichen Spielplätze) - Spielplätze
4.2137566,-5.0235825,grünanlagenbestand-berlin-einschließlich-der-öffentlichen-spielplätze,Grünanlagenbestand Berlin (einschließlich der öffentlichen Spielplätze)
7.3384385,5.5930057,gründächer-2016-umweltatlas,Gründächer 2016 (Umweltatlas)
-62.0103,-12.487337,luftbilder-1995-maßstab-16-000,"Luftbilder 1995, Maßstab 1:6 000"
7.271014,6.3576612,gründächer-2020-umweltatlas,Gründächer 2020 (Umweltatlas)
8.631942,6.4978213,gründächer---block--und-blockteilflächen-2016-umweltatlas,Gründächer - Block- und Blockteilflächen 2016 (Umweltatlas)
8.405416,6.7599897,gründächer---block--und-blockteilflächen-2020-umweltatlas,Gründächer - Block- und Blockteilflächen 2020 (Umweltatlas)
8.06453,5.658478,gründächer---dachteilflächen-gebäude-2016-umweltatlas,Gründächer - Dachteilflächen Gebäude 2016 (Umweltatlas)
7.9851403,6.2918286,gründächer---dachteilflächen-gebäude-2020-umweltatlas,Gründächer - Dachteilflächen Gebäude 2020 (Umweltatlas)
8.558154,5.4277616,gründächer---dachteilflächen-tiefgaragen-2016-umweltatlas,Gründächer - Dachteilflächen Tiefgaragen 2016 (Umweltatlas)
8.718977,5.69297,gründächer---dachteilflächen-tiefgaragen-2020-umweltatlas,Gründächer - Dachteilflächen Tiefgaragen 2020 (Umweltatlas)
7.759259,5.6069355,gründächer---gebäudeflächen-2016-umweltatlas,Gründächer - Gebäudeflächen 2016 (Umweltatlas)
7.672422,6.4044485,gründächer---gebäudeflächen-2020-umweltatlas,Gründächer - Gebäudeflächen 2020 (Umweltatlas)
-40.81395,19.119411,grundwasserabhängige-ökosysteme-umweltatlas,Grundwasserabhängige Ökosysteme (Umweltatlas)
-40.81459,19.119196,grundwasserabhängige-ökosysteme-umweltatlas,Grundwasserabhängige Ökosysteme (Umweltatlas)
-57.826347,33.613182,grundwassergleichen-2011-umweltatlas,Grundwassergleichen 2011 (Umweltatlas)
-59.06958,34.72856,grundwassergleichen-2018-umweltatlas,Grundwassergleichen 2018 (Umweltatlas)
-59.23939,34.602108,grundwassergleichen-2019-umweltatlas,Grundwassergleichen 2019 (Umweltatlas)
-59.672707,34.33457,grundwassergleichen-2020-umweltatlas,Grundwassergleichen 2020 (Umweltatlas)
-60.21789,37.18125,grundwassergleichen-des-hauptgrundwasserleiters-2015-umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2015 (Umweltatlas)
-60.2258,37.287773,grundwassergleichen-des-hauptgrundwasserleiters-2016-umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2016 (Umweltatlas)
-60.302135,37.08664,grundwassergleichen-des-hauptgrundwasserleiters-2017-umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2017 (Umweltatlas)
-60.438293,36.16075,grundwassergleichen-des-hauptgrundwasserleiters-2018-umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2018 (Umweltatlas)
-60.450497,35.991222,grundwassergleichen-des-hauptgrundwasserleiters-2019---umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2019 - (Umweltatlas)
-60.77151,35.405037,grundwassergleichen-des-hauptgrundwasserleiters-2020---linien-umweltatlas,Grundwassergleichen des Hauptgrundwasserleiters 2020 - Linien (Umweltatlas)
-58.511772,36.395073,grundwassergleichen-des-panketalgrundwasserleiters-2015-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2015 (Umweltatlas)
-13.6235695,-24.357359,polizeidirektionen,Polizeidirektionen
-58.360294,36.45547,grundwassergleichen-des-panketalgrundwasserleiters-2016-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2016 (Umweltatlas)
-58.592888,36.53707,grundwassergleichen-des-panketalgrundwasserleiters-2017-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2017 (Umweltatlas)
-59.285965,35.756,grundwassergleichen-des-panketalgrundwasserleiters-2018-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2018 (Umweltatlas)
-59.37502,35.673744,grundwassergleichen-des-panketalgrundwasserleiters-2019-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2019 (Umweltatlas)
-60.14704,35.118465,grundwassergleichen-des-panketalgrundwasserleiters-2020---linien-umweltatlas,Grundwassergleichen des Panketalgrundwasserleiters 2020 - Linien (Umweltatlas)
-50.849865,35.8933,grundwassergüte-ammonium-umweltatlas,Grundwassergüte Ammonium (Umweltatlas)
